Element;h_index;g_index;m_index;TC;NP;PY_start
BERGER T;1;1;0,071;37;1;2009
BERGER TW;1;1;0,333;2;1;2020
BERGIN SM;1;1;0,125;26;1;2015
BERGLUND EZ;2;2;0,333;27;2;2017
BERGMAN N;1;1;0,067;58;1;2008
BERKER KI;1;1;0,053;48;1;2004
BERKOVITS R;1;1;0,111;3;1;2014
BERMAN N;1;1;0,032;3;1;1992
BERNA Z;1;1;0,091;5;1;2012
BERNAL EEL;1;1;0,143;4;1;2016
BERNARD S;1;1;0,167;3;1;2017
BERNARDIN A;1;1;0,333;2;1;2020
BERNARDINI G;1;2;0,111;87;2;2014
BERNARDINO A;1;1;0,100;4;1;2013
BERSKI S;1;1;0,333;4;1;2020
BERT FE;1;1;0,111;36;1;2014
BERTANI R;1;1;0,037;4;1;1996
BERTELLE C;1;2;0,167;4;2;2017
BERTIN E;1;1;0,083;3;1;2011
BERTOZZI AL;2;2;0,400;14;2;2018
BERTRAND S;1;1;0,143;18;1;2016
BERTUZZI A;1;1;0,050;46;1;2003
BESA MC;1;1;0,125;4;1;2015
BESSA WM;1;1;0,200;4;1;2018
BESSE A;1;1;0,167;3;1;2017
BESSEY S;1;1;0,500;3;1;2021
BEST A;1;1;0,250;3;1;2019
BESTMANN S;1;1;0,091;181;1;2012
BETHEL CL;1;1;0,167;3;1;2017
BETHEL MA;1;1;0,333;5;1;2020
BETHGE A;1;1;0,125;12;1;2015
BETO JA;1;1;0,038;138;1;1997
BEULENS AJM;1;1;0,077;36;1;2010
BEVILACQUA L;1;1;0,200;2;1;2018
BEVINS SN;1;1;0,111;27;1;2014
BEYDOUN G;1;1;0,100;2;1;2013
BEYERS C;1;1;0,167;4;1;2017
BEZERRA EA;1;1;0,200;6;1;2018
BHADORIYA KS;2;2;0,222;16;2;2014
BHARATHY G;2;2;0,125;42;2;2007
BHARGAVA R;1;1;0,071;37;1;2009
BHARWANI S;2;2;0,111;79;2;2005
BHASKAR D;1;1;0,250;7;1;2019
BHAT CR;1;1;0,125;7;1;2015
BHATNAGAR N;1;1;0,143;88;1;2016
BHATTACHARYA S;1;1;0,143;23;1;2016
BHATTACHARYYA P;1;1;0,333;4;1;2020
BHATTACHARYYA R;1;1;0,111;2;1;2014
BHAVNANI R;2;2;0,100;19;2;2003
BHAYA D;1;1;0,167;26;1;2017
BHOWMICK S;1;1;0,250;11;1;2019
BI CY;1;1;0,200;4;1;2018
BI J;1;1;0,083;28;1;2011
BIAGIOTTI J;1;1;0,050;14;1;2003
BIAN XY;1;1;0,077;3;1;2010
BIAN YY;1;1;0,333;1;1;2020
BIANCHI C;1;1;0,067;23;1;2008
BIANCO S;1;1;0,500;1;1;2021
BIANCONI G;1;2;0,071;15;2;2009
BICHINHO GL;1;1;0,333;1;1;2020
BICHO E;1;1;0,500;2;1;2021
BICKMORE TW;1;1;0,077;41;1;2010
BIDDLE FG;1;1;0,077;8;1;2010
BIELBY J;1;1;0,111;30;1;2014
BIELDERS C;1;1;0,077;8;1;2010
BIELDERS CL;2;2;0,154;37;2;2010
BIERI JA;1;1;0,048;16;1;2002
BIGAM DL;1;1;0,048;7;1;2002
BIGERNA S;1;1;0,125;5;1;2015
BIGNOZZI MC;1;1;0,250;19;1;2019
BIJAK J;4;4;0,400;82;4;2013
BIJMOLT THA;1;1;0,143;21;1;2016
BILANCINI E;1;1;0,071;10;1;2009
BILIONIS I;1;1;0,333;2;1;2020
BILLARD A;1;1;0,042;49;1;1999
BILLARI FC;1;1;0,063;53;1;2007
BILLINGHAM NC;1;1;0,059;164;1;2006
BILSBORROW R;1;1;0,500;1;1;2021
BIN ALAM MJ;1;1;0,125;7;1;2015
BIN LW;1;1;0,250;16;1;2019
BIN REHMAN A;1;1;0,111;6;1;2014
BINDER AR;1;1;0,167;19;1;2017
BINDER CR;1;1;0,500;1;1;2021
BINDSCHADLER MD;1;1;0,167;3;1;2017
BINGHAM GP;1;1;0,125;3;1;2015
BINH NT;1;1;0,500;1;1;2021
BINNER E;1;1;0,250;10;1;2019
BIOGLIO L;1;1;0,143;5;1;2016
BIONDI Y;1;1;0,125;4;1;2015
BIONDO AE;1;1;0,200;7;1;2018
BIONDO AW;1;1;0,250;14;1;2019
BIRAN-YOELI I;1;1;0,111;3;1;2014
BIRON PM;1;1;0,071;16;1;2009
BISCHOFF J;1;1;0,250;9;1;2019
BISSET K;1;1;0,125;13;1;2015
BISSOLI NS;1;1;0,037;8;1;1996
BISWAS I;1;1;0,200;80;1;2018
BISWAS S;1;1;0,100;65;1;2013
BITHELL M;2;2;0,111;166;2;2005
BJORNSKAU T;1;1;0,032;49;1;1992
BLACK R;1;1;0,111;11;1;2014
BLACKHURST JV;1;1;0,250;54;1;2019
BLACKMORE K;1;1;0,125;6;1;2015
BLANC S;1;1;0,043;16;1;2000
BLANCO-MESA F;1;1;0,200;10;1;2018
BLANCO-PEREZ R;1;1;0,125;30;1;2015
BLANKE CD;1;1;0,111;58;1;2014
BLASCO G;1;1;0,038;3;1;1997
BLASI L;1;1;0,333;6;1;2020
BLASIAK P;1;1;0,125;3;1;2015
BLAYA S;1;1;0,167;9;1;2017
BLEUART C;1;1;0,200;10;1;2018
BLIEMER MCJ;1;1;0,167;21;1;2017
BLOK DJ;1;1;0,125;16;1;2015
BLONDEL VD;1;1;0,067;239;1;2008
BLOODGOOD EA;1;1;0,167;5;1;2017
BLOOMQUIST KM;1;1;0,125;7;1;2015
BLUMENFELD-LIEBERTHAL E;1;1;0,125;5;1;2015
BLUNT MJ;1;1;0,077;27;1;2010
BLYTHE RA;1;1;0,071;11;1;2009
BO XY;1;1;0,077;3;1;2010
BOANO F;1;1;0,143;5;1;2016
BOBASHEV G;1;1;0,071;39;1;2009
BOBASHEV GV;1;1;0,111;3;1;2014
BOBO KS;1;1;0,125;9;1;2015
BOCKARJOVA M;1;1;0,167;29;1;2017
BODA A;1;1;0,333;4;1;2020
BODE NWF;1;1;0,125;40;1;2015
BODROZIC L;1;1;0,077;18;1;2010
BOERO R;1;1;0,056;128;1;2005
BOGDAN S;1;2;0,091;6;2;2012
BOGG P;1;1;0,100;2;1;2013
BOHLMAN SA;1;1;0,077;15;1;2010
BOHN F;1;1;0,100;203;1;2013
BOISSAU S;1;1;0,056;162;1;2005
BOJAK I;1;1;0,056;117;1;2005
BOKKERS EAM;4;4;0,500;29;4;2015
BOLDO-RODA E;1;1;0,200;36;1;2018
BOLHUIS JE;1;1;0,143;6;1;2016
BOLIN M;1;1;0,091;36;1;2012
BOLLINO CA;1;1;0,125;5;1;2015
BOLSTER D;1;1;0,125;1;1;2015
BOLTE J;2;2;0,222;132;2;2014
BOLTE JP;2;2;0,250;83;2;2015
BOMBLIES A;1;1;0,143;21;1;2016
BONABEAU E;1;1;0,036;95;1;1995
BONASSI S;1;1;0,067;23;1;2008
BONCINELLI L;1;1;0,071;10;1;2009
BONFILS C;1;1;0,125;24;1;2015
BONGARD J;2;2;0,167;96;2;2011
BONGINI M;2;2;0,286;57;2;2016
BONNELL TR;3;3;0,300;29;3;2013
BONO A;1;1;0,333;2;1;2020
BONSALL DG;1;1;0,500;6;1;2021
BONTE T;1;1;0,167;18;1;2017
BONVENTURE J;1;1;0,167;7;1;2017
BOODRAM B;1;1;0,125;11;1;2015
BOOMGAARDEN HG;1;1;0,167;23;1;2017
BOOTH M;1;1;0,143;6;1;2016
BOOTH V;1;1;0,077;37;1;2010
BOPPRE M;1;1;0,167;8;1;2017
BORAUD T;1;1;0,500;1;1;2021
BORDAS S;1;1;0,200;39;1;2018
BORGHESI A;1;1;0,250;4;1;2019
BORGHESI C;1;1;0,111;9;1;2014
BORGHESI S;2;2;0,333;8;2;2017
BORN M;1;1;0,071;37;1;2009
BORN S;1;1;0,111;8;1;2014
BORNER J;1;1;0,250;9;1;2019
BORRAJO F;1;1;0,091;5;1;2012
BORSUK ME;1;1;0,100;41;1;2013
BORZEMSKI L;1;1;0,091;9;1;2012
BOS F;1;1;0,250;15;1;2019
BOSCHE F;1;1;0,083;14;1;2011
BOSCHETTI F;1;1;0,111;9;1;2014
BOSSE T;3;3;0,188;95;3;2007
BOSTANI H;1;1;0,167;82;1;2017
BOTTENUS D;1;1;0,111;11;1;2014
BOTTERO M;1;1;0,333;4;1;2020
BOTTINO MA;1;1;0,043;8;1;2000
BOUAKAZ A;1;1;0,071;21;1;2009
BOUCHAUD JP;2;2;0,222;18;2;2014
BOUDREAU JW;1;1;0,077;4;1;2010
BOUFFANAIS R;2;2;0,222;79;2;2014
BOUGHALEB Y;2;2;0,200;21;2;2013
BOUMANS IJMM;4;4;0,500;29;4;2015
BOURCHIER RS;1;1;0,063;11;1;2007
BOURDEAU RW;1;1;0,167;24;1;2017
BOURGEOIS-GIRONDE S;1;2;0,200;4;2;2018
BOURGO RJ;1;1;0,100;9;1;2013
BOUSQUET F;1;1;0,050;66;1;2003
BOUTEILLER JMC;1;1;0,333;2;1;2020
BOUVET N;1;1;0,143;17;1;2016
BOVI M;1;1;0,143;4;1;2016
BOWMAN CN;2;2;0,091;88;2;2001
BOWMAN D;1;1;0,053;24;1;2004
BOWRING E;1;1;0,100;27;1;2013
BOYD C;1;1;0,143;18;1;2016
BOYER F;1;1;0,111;9;1;2014
BOYER SAE;1;1;0,100;5;1;2013
BOZKURT A;1;1;0,167;2;1;2017
BRACA P;1;1;0,143;23;1;2016
BRADBURY JM;1;1;0,045;12;1;2001
BRADEN JB;1;1;0,083;73;1;2011
BRADLEY DA;1;1;0,031;10;1;1991
BRADY KA;1;1;0,250;3;1;2019
BRAEM S;1;1;0,500;2;1;2021
BRAGAGNOLO MC;1;1;0,143;14;1;2016
BRANDAN CP;1;1;0,125;15;1;2015
BRANDAO AAF;1;1;0,111;2;1;2014
BRANDAO PF;1;1;0,200;18;1;2018
BRANDAU S;2;2;0,200;24;2;2013
BRANDOLIN A;1;1;0,037;44;1;1996
BRANDT T;1;1;0,100;7;1;2013
BRANDTS J;1;1;0,111;5;1;2014
BRANICKY MS;1;1;0,100;7;1;2013
BRANSCOMB A;1;1;0,143;18;1;2016
BRANTINGHAM PJ;1;1;0,077;37;1;2010
BRASH DE;1;1;0,067;28;1;2008
BRASS M;2;2;0,400;6;2;2018
BRAUD R;1;1;0,200;1;1;2018
BRAUN DA;1;1;0,100;10;1;2013
BRAVO G;1;2;0,167;13;2;2017
BRAVO-MUNOZ I;1;1;0,333;5;1;2020
BRAZIER FMT;1;1;0,045;4;1;2001
BREAKSPEAR M;1;1;0,091;230;1;2012
BREAZEAL C;1;1;0,067;166;1;2008
BRECKLING B;1;1;0,143;7;1;2016
BREGT AK;2;2;0,154;187;2;2010
BREJCHA J;1;1;0,500;2;1;2021
BREM H;1;1;0,077;44;1;2010
BRENDE OM;1;1;0,125;5;1;2015
BRENNAN A;1;1;0,333;5;1;2020
BRENNER M;1;1;0,071;76;1;2009
BRENTZEL TB;1;1;0,333;8;1;2020
BRETON P;1;1;0,063;62;1;2007
BREWER P;1;1;0,250;1;1;2019
BREY EM;1;1;0,100;84;1;2013
BRIANZONI S;2;2;0,154;5;2;2010
BRICARD A;1;1;0,100;494;1;2013
BRICENO-DELGADO FJ;1;1;0,200;36;1;2018
BRIDGHAM SD;1;1;0,125;26;1;2015
BRIEGEL HJ;1;1;0,333;1;1;2020
BRIFFAUT M;1;1;0,143;11;1;2016
BRIGHTON H;1;1;0,125;51;1;2015
BRIGNOLE EA;1;1;0,100;19;1;2013
BRINCKER M;1;1;0,125;7;1;2015
BRINKMANN G;1;1;0,200;4;1;2018
BRINON-ARRANZ L;1;1;0,143;36;1;2016
BRIONES B;1;1;0,050;86;1;2003
BRIONES R;1;1;0,040;43;1;1998
BRITTIN J;1;1;0,125;10;1;2015
BRODERICK WF;1;1;0,250;4;1;2019
BRODERSEN KH;1;1;0,111;151;1;2014
BRODIN E;1;1;0,500;3;1;2021
BROEKENS J;1;1;0,063;14;1;2007
BROEKHUIZEN TLJ;2;2;0,167;40;2;2011
BROOKHART MA;1;1;0,056;128;1;2005
BROOKS BP;1;1;0,100;7;1;2013
BROOKS J;2;2;0,200;12;2;2013
BRORSEN BW;1;1;0,083;6;1;2011
BROWN C;1;1;0,250;12;1;2019
BROWN DG;4;5;0,222;245;5;2005
BROWN H;2;2;0,182;183;2;2012
BROWN M;1;1;0,100;27;1;2013
BROWN MR;1;1;0,143;13;1;2016
BROWN PM;1;1;0,037;42;1;1996
BROWN SP;1;1;0,333;3;1;2020
BROWN ST;2;2;0,154;88;2;2010
BRUCH EE;1;1;0,111;35;1;2014
BRUDERMANN T;1;1;0,167;2;1;2017
BRUINOOGE SS;1;1;0,500;7;1;2021
BRUMLEY DR;1;1;0,250;17;1;2019
BRUN F;1;1;0,091;1;1;2012
BRUNET-GOUET E;1;1;0,125;11;1;2015
BRUNNER D;1;1;0,200;12;1;2018
BRUSCO M;1;1;0,200;11;1;2018
BRUTOVSKY B;1;1;0,071;1;1;2009
BRZEZINSKA E;1;1;0,125;7;1;2015
BUCCI V;1;1;0,083;6;1;2011
BUCHANAN AL;1;1;0,500;3;1;2021
BUCHMANN CM;2;2;0,286;20;2;2016
BUCINI G;3;3;0,375;50;3;2015
BUCKLEY C;1;1;0,333;5;1;2020
BUCKLEY CL;1;1;0,333;26;1;2020
BUDANOVIC M;1;1;0,167;2;1;2017
BUDISAVLJEVIC S;1;1;0,167;4;1;2017
BUEHL IE;1;1;0,059;21;1;2006
BUGHI CH;1;1;0,059;2;1;2006
BUGNYAR T;1;1;0,143;23;1;2016
BUHL J;1;1;0,143;11;1;2016
BUJA LM;1;1;0,045;35;1;2001
BULGHERONI M;1;1;0,067;100;1;2008
BULIK CC;1;1;0,077;43;1;2010
BULITTA J;1;1;0,056;60;1;2005
BULLO F;1;1;0,091;8;1;2012
BULTHOFF HH;1;1;0,091;127;1;2012
BURCHETT JN;1;1;0,500;1;1;2021
BURDA Z;1;1;0,333;6;1;2020
BURES V;2;2;0,222;20;2;2014
BURGARD W;1;2;0,063;5;2;2007
BURGER DM;1;1;0,167;20;1;2017
BURGER M;1;1;0,143;10;1;2016
BURGERT J;2;2;0,154;24;2;2010
BURGESS N;1;1;0,250;10;1;2019
BURIONI R;2;2;0,118;46;2;2006
BURKE DS;3;3;0,231;153;3;2010
BURKE T;1;1;0,111;30;1;2014
BURLS A;1;1;0,063;46;1;2007
BURNS JM;1;1;0,167;16;1;2017
BURNS PN;1;1;0,043;27;1;2000
BUSBY JS;1;1;0,143;12;1;2016
BUSE JB;1;1;0,333;5;1;2020
BUSH BJ;1;1;0,077;69;1;2010
BUSH D;1;1;0,250;10;1;2019
BUSKE C;1;1;0,200;4;1;2018
BUSOGI M;1;1;0,167;21;1;2017
BUSQUE L;1;1;0,071;33;1;2009
BUSS DM;1;1;0,143;29;1;2016
BUSTOS-GUAJARDO R;1;1;0,143;3;1;2016
BUTLER MB;1;1;0,200;5;1;2018
BUTLER MJ;1;1;0,111;8;1;2014
BUTNER JD;1;1;0,143;4;1;2016
BUTTE A;1;1;0,059;8;1;2006
BUTTO M;1;1;0,111;1;1;2014
BUTTRY DA;1;1;0,042;24;1;1999
BUYLAERT WA;1;1;0,045;8;1;2001
BUZING PC;1;1;0,056;12;1;2005
CABRAL AM;1;1;0,037;8;1;1996
CABRAL RB;1;1;0,059;2;1;2006
CACHARD C;1;1;0,083;29;1;2011
CADENATO A;1;1;0,045;68;1;2001
CAI B;1;1;0,125;12;1;2015
CAI JH;1;1;0,091;6;1;2012
CAI LQ;2;2;0,200;10;2;2013
CAI WT;2;2;0,182;5;2;2012
CAI X;1;1;0,125;2;2;2015
CAI XM;2;2;0,167;79;2;2011
CAI ZN;1;1;0,333;11;1;2020
CAI ZY;1;1;0,250;2;1;2019
CAIANI A;1;1;0,333;5;1;2020
CAILLAUD D;1;1;0,077;15;1;2010
CALAZA C;2;2;0,182;18;2;2012
CALCADA LA;1;1;0,333;3;1;2020
CALDER S;1;1;0,077;20;1;2010
CALDERON MD;1;1;0,250;17;1;2019
CALDERON-AGUILERA LE;1;1;0,143;2;1;2016
CALL M;1;1;0,500;8;1;2021
CALLAIOLI A;1;1;0,037;4;1;1996
CALLEGARI S;1;1;0,100;12;1;2013
CALVARESI D;1;1;0,500;1;1;2021
CALVO B;1;1;0,250;2;1;2019
CAMACHO J;1;1;0,091;15;1;2012
CAMARA F;1;1;0,500;1;1;2021
CAMBUI D;2;2;0,286;8;2;2016
CAMBUI DS;1;1;0,091;29;1;2012
CAMPBELL H;1;1;0,091;9;1;2012
CAMPBELL JL;1;1;0,125;38;1;2015
CAMPELLO F;1;1;0,167;18;1;2017
CAMPENNI M;2;2;0,154;24;2;2010
CAMPISI G;1;1;0,333;3;1;2020
CAMPOS JL;1;1;0,040;31;1;1998
CAMPOS MFM;1;1;0,200;9;1;2018
CAMPOS-CANTON E;1;1;0,100;4;1;2013
CAMPOS-HERRERA R;1;1;0,125;30;1;2015
CAMPOS-REQUENA VH;1;1;0,143;9;1;2016
CAMPOY P;1;1;0,143;11;1;2016
CAMPS B;1;1;0,200;36;1;2018
CANAMERO L;1;1;0,077;6;1;2010
CANDELA JI;1;1;0,083;69;1;2011
CANDOGAN O;1;1;0,333;3;1;2020
CANE C;2;2;0,182;18;2;2012
CANGEMI I;1;1;0,250;3;1;2019
CANNELLA S;1;1;0,250;7;1;2019
CANNESSON M;1;1;0,250;17;1;2019
CANO-OSUNA MT;1;1;0,200;36;1;2018
CANTLEY EM;1;1;0,034;3;1;1994
CANTONO S;1;1;0,077;12;1;2010
CAO G;2;3;0,154;22;3;2010
CAO JD;6;8;0,857;265;8;2016
CAO M;2;2;0,182;120;2;2012
CAO S;1;1;0,333;2;1;2020
CAO VD;2;2;0,200;72;2;2013
CAO WJ;1;1;0,500;3;1;2021
CAO XB;1;1;0,071;17;1;2009
CAO XH;1;1;0,167;11;1;2017
CAO XL;1;1;0,059;3;1;2006
CAO Y;2;3;0,154;66;3;2010
CAO ZD;1;1;0,111;14;1;2014
CAO ZG;1;1;0,100;11;1;2013
CAO ZH;1;1;0,250;10;1;2019
CAPASSO V;1;1;0,038;75;1;1997
CAPI G;2;2;0,111;20;2;2005
CAPIATI NJ;1;1;0,037;44;1;1996
CAPPELLINI AN;1;1;0,071;1;1;2009
CAPPONI S;1;1;0,500;1;1;2021
CAPRIOLI C;1;1;0,333;4;1;2020
CARABBA L;1;1;0,250;19;1;2019
CARAVELLI F;1;1;0,143;44;1;2016
CARAYOL N;1;1;0,250;3;1;2019
CARBALLO A;1;1;0,333;6;1;2020
CARBO A;1;1;0,125;13;1;2015
CARCELLER F;1;1;0,050;79;1;2003
CARDOSO AA;1;1;0,200;18;1;2018
CARDOSO BHF;1;1;0,333;10;1;2020
CARDOSO JC;1;1;0,063;10;1;2007
CARDOSO VL;1;1;0,100;8;1;2013
CARESTIA M;1;1;0,125;4;1;2015
CARLE M;1;1;0,048;7;1;2002
CARLETTI T;2;2;0,133;18;2;2008
CARLEY KM;5;5;0,185;203;5;1996
CARLI R;1;1;0,091;8;1;2012
CARLING K;1;1;0,091;36;1;2012
CARLO TA;1;1;0,200;12;1;2018
CARNEIRO AMP;1;1;0,500;1;1;2021
CARNEIRO J;1;1;0,200;12;1;2018
CARNEY TJ;1;1;0,125;4;1;2015
CARO T;1;1;0,200;36;1;2018
CARPENTER JP;1;1;0,063;157;1;2007
CARRARA F;1;1;0,250;17;1;2019
CARRASCO-CAMPOS J;1;1;0,200;36;1;2018
CARRENO R;1;1;0,333;2;1;2020
CARRETERO L;1;1;0,167;9;1;2017
CARRILLO JA;1;1;0,143;28;1;2016
CARRILLO RR;1;1;0,111;8;1;2014
CARRIO A;1;1;0,143;11;1;2016
CARRO A;1;1;0,100;41;1;2013
CARROT C;1;1;0,125;33;1;2015
CARRUTH DW;1;1;0,167;3;1;2017
CARSON WH;1;1;0,050;218;1;2003
CARTON D;1;1;0,143;7;1;2016
CARUSO G;1;1;0,500;1;1;2021
CARVALHO L;1;1;0,333;7;1;2020
CARY R;1;1;0,038;37;1;1997
CASADEVALL G;1;1;0,043;1;1;2000
CASADO-ADAM A;1;1;0,200;36;1;2018
CASARIN S;1;1;0,250;6;1;2019
CASAS S;1;1;0,143;4;1;2016
CASASSUS J;1;1;0,200;11;1;2018
CASEY DE;1;1;0,050;218;1;2003
CASILLI AA;1;1;0,111;1;1;2014
CASLAVSKA J;1;1;0,200;11;1;2018
CASMAN E;1;1;0,059;111;1;2006
CASNATI A;1;1;0,100;45;1;2013
CASNEDI L;2;2;0,250;70;2;2015
CASSELL B;1;1;0,091;4;1;2012
CASSI D;2;2;0,118;46;2;2006
CASSI L;1;1;0,250;3;1;2019
CASTANEDA-CAMACHO J;1;1;0,250;9;1;2019
CASTELFRANCHI C;1;1;0,100;2;1;2013
CASTELLA JC;2;2;0,111;274;2;2005
CASTELLETTI A;1;1;0,200;11;1;2018
CASTIELLO U;2;2;0,133;104;2;2008
CASTILLA-RHO JC;1;1;0,250;8;1;2019
CASTILLO-CARNIGLIA A;1;1;0,250;4;1;2019
CATAL O;1;1;0,333;2;1;2020
CATALAO JPS;1;1;0,250;6;1;2019
CATCHING A;1;1;0,500;1;1;2021
CATICHA N;1;1;0,111;9;1;2014
CAUSSIN JB;1;1;0,100;494;1;2013
CAVANAGH D;1;1;0,333;13;1;2020
CAVANY SM;1;1;0,500;1;1;2021
CAVERZASI E;1;1;0,143;2;1;2016
CEA M;1;1;0,071;40;1;2009
CEBRIAN G;1;1;0,333;12;1;2020
CECCARELLI N;1;1;0,067;132;1;2008
CECCONI F;1;1;0,077;11;1;2010
CECH P;1;1;0,200;6;1;2018
CEGIELSKI WH;1;1;0,143;30;1;2016
CELA-CONDE CJ;1;1;0,056;190;1;2005
CELEBIOGLU B;1;1;0,200;8;1;2018
CELIKKANAT H;1;1;0,077;50;1;2010
CENANI S;1;1;0,100;1;1;2013
CENCIARELLI O;1;1;0,125;4;1;2015
CENFETELLI RT;1;1;0,111;78;1;2014
CEPULYTE-RAKAUSKIENE R;1;1;0,125;30;1;2015
CERDA L;1;1;0,048;25;1;2002
CERDA M;1;1;0,250;4;1;2019
CERIANI R;1;1;0,059;17;1;2006
CERQUETI R;2;2;0,154;6;2;2010
CERQUIDES J;1;1;0,143;5;1;2016
CERRUTTI P;1;1;0,333;10;1;2020
CERTICKY M;2;2;0,222;5;2;2014
CESUR S;1;1;0,125;7;1;2015
CETINTAHRA GE;1;1;0,125;5;1;2015
CEZIK MT;1;1;0,067;94;1;2008
CHAABANE S;1;1;0,167;18;1;2017
CHACKOCHAN VT;1;1;0,250;1;1;2019
CHACOMA A;1;1;0,125;24;1;2015
CHAE SW;1;1;0,125;23;1;2015
CHAFFEY-MILLAR H;1;1;0,059;86;1;2006
CHAI SY;1;1;0,333;3;1;2020
CHAI YJ;1;1;0,500;1;1;2021
CHAIKITTISILP W;1;1;0,200;4;1;2018
CHAKRABORTY N;1;1;0,083;4;1;2011
CHAKRABORTY S;1;1;0,167;6;1;2017
CHALABI Z;1;1;0,500;1;1;2021
CHALAK K;1;1;0,071;28;1;2009
CHALKIADAKIS G;1;1;0,333;1;1;2020
CHALLET D;1;1;0,125;9;1;2015
CHAMANI H;1;1;0,200;3;1;2018
CHAMINADE T;1;1;0,091;56;1;2012
CHAN ST;1;1;0,083;7;1;2011
CHAN WK;1;1;0,167;3;1;2017
CHANDRALEKHA;1;1;0,077;7;1;2010
CHANG C;1;1;0,143;1;1;2016
CHANG CK;1;1;0,333;2;1;2020
CHANG FC;1;1;0,042;38;1;1999
CHANG HM;1;1;0,071;14;1;2009
CHANG KL;1;1;0,333;1;1;2020
CHANG L;1;1;0,200;9;1;2018
CHANG PL;1;1;0,067;19;1;2008
CHANG RD;1;1;0,200;5;1;2018
CHANG RJ;2;2;0,065;58;2;1992
CHANG SH;1;1;0,167;33;1;2017
CHANG WD;1;1;0,071;63;1;2009
CHANSARKAR R;1;1;0,071;6;1;2009
CHANT PA;1;1;0,200;10;1;2018
CHANTHAKHOT W;1;1;0,500;1;1;2021
CHAO DL;1;1;0,067;28;1;2008
CHAPA J;1;1;0,100;9;1;2013
CHAPLAIN MAJ;1;1;0,500;2;1;2021
CHAPMAN C;1;1;0,167;53;1;2017
CHAPMAN CA;2;2;0,200;22;2;2013
CHAPPELL JC;1;1;0,167;17;1;2017
CHAPPIN E;1;1;0,200;58;1;2018
CHAPPIN EJL;1;1;0,250;50;1;2019
CHARCON DY;1;1;0,333;1;1;2020
CHARLESWORTH HJ;1;1;0,250;12;1;2019
CHARNLEY S;1;1;0,167;57;1;2017
CHARPENTIER JC;1;1;0,091;14;1;2012
CHASHECHKIN YD;1;1;0,250;5;1;2019
CHATER N;1;1;0,067;24;1;2008
CHATTERJEE A;1;1;0,083;1;1;2011
CHATTERJEE PK;1;1;0,111;71;1;2014
CHATTOPADHYAY H;1;1;0,111;71;1;2014
CHATURVEDI A;1;1;0,083;9;1;2011
CHAU HF;1;1;0,059;3;1;2006
CHAU PYK;1;1;0,111;42;1;2014
CHAU RMW;1;1;0,167;26;1;2017
CHAUDHARI RV;1;1;0,071;6;1;2009
CHAVAN VV;1;1;0,143;88;1;2016
CHAVARRIAGA R;1;1;0,056;5;1;2005
CHAVEZ M;1;2;0,091;63;2;2012
CHAYES LR;1;1;0,077;37;1;2010
CHEE GL;1;1;0,125;7;1;2015
CHEJANOVSKI ZA;1;1;0,250;3;1;2019
CHELIAN SE;1;1;0,111;2;1;2014
CHELLAPILLA K;1;1;0,042;40;1;1999
CHEN BH;1;2;0,125;26;2;2015
CHEN BS;1;1;0,500;1;1;2021
CHEN BY;1;1;0,333;2;1;2020
CHEN C;1;1;0,143;11;1;2016
CHEN CK;1;1;0,111;2;1;2014
CHEN CL;2;2;0,250;18;2;2015
CHEN CLP;1;1;0,125;175;1;2015
CHEN CT;1;1;0,500;4;1;2021
CHEN CY;1;1;0,167;21;1;2017
CHEN DD;1;1;0,200;15;1;2018
CHEN DL;1;1;0,071;37;1;2009
CHEN F;1;1;0,250;3;1;2019
CHEN FH;1;1;0,250;15;1;2019
CHEN G;7;10;0,636;304;10;2012
CHEN GR;6;6;0,429;539;6;2009
CHEN GY;1;1;0,167;32;1;2017
CHEN H;1;1;0,083;83;1;2011
CHEN HB;1;1;0,111;12;1;2014
CHEN HJ;1;1;0,111;19;1;2014
CHEN HK;1;1;0,333;3;1;2020
CHEN HL;1;1;0,333;11;1;2020
CHEN HS;1;1;0,333;1;1;2020
CHEN HY;1;2;0,200;4;2;2018
CHEN J;3;5;0,333;63;5;2014
CHEN JB;1;1;0,333;2;1;2020
CHEN JH;1;1;0,200;38;1;2018
CHEN JJ;2;4;0,200;31;4;2013
CHEN JM;1;1;0,167;2;1;2017
CHEN JX;1;1;0,200;9;1;2018
CHEN JY;2;2;0,182;119;2;2012
CHEN KC;1;1;0,500;1;1;2021
CHEN L;2;2;0,333;5;3;2017
CHEN LC;1;1;0,059;111;1;2006
CHEN LM;1;2;0,250;21;2;2019
CHEN LT;1;1;0,083;5;1;2011
CHEN M;2;3;0,222;18;3;2014
CHEN ML;1;1;0,333;8;1;2020
CHEN MY;1;1;0,125;9;1;2015
CHEN MZQ;2;2;0,200;44;2;2013
CHEN P;1;1;0,250;3;1;2019
CHEN Q;3;3;0,375;73;3;2015
CHEN RC;1;1;0,083;13;1;2011
CHEN RQ;1;1;0,167;10;1;2017
CHEN S;2;2;0,400;11;2;2018
CHEN SB;1;1;0,143;1;1;2016
CHEN SC;1;1;0,500;1;1;2021
CHEN SH;5;6;0,217;224;6;2000
CHEN SJ;1;1;0,111;1;1;2014
CHEN SM;3;3;0,600;30;3;2018
CHEN SX;1;1;0,250;9;1;2019
CHEN T;5;5;0,417;61;5;2011
CHEN TG;2;2;0,667;17;2;2020
